date,app_name,country,platform,metric,value
2025-06-26,App_1,AU,Android,CPI,1.4679679144385027
2025-06-27,App_1,AU,Android,CPI,0.5703260869565218
2025-06-30,App_1,AU,Android,CPI,0.7692032967032967
2025-07-07,App_1,AU,Android,CPI,1.9599325084364456
2025-07-10,App_1,AU,Android,CPI,1.4561951219512195
2025-07-11,App_1,AU,Android,CPI,2.111
2025-07-16,App_1,AU,Android,CPI,1.1436519421172886
2025-07-19,App_1,AU,Android,CPI,1.6111917098445594
2025-07-22,App_1,AU,Android,CPI,0.7896715328467153
2025-07-24,App_1,AU,Android,CPI,2.363339343671114
2025-07-26,App_1,AU,Android,CPI,1.1792059748427672
2025-08-03,App_1,AU,Android,CPI,1.6433333333333333
2025-08-06,App_1,AU,Android,CPI,1.92993006993007
2025-08-08,App_1,AU,Android,CPI,0.6076444444444444
2025-08-09,App_1,AU,Android,CPI,2.372923076923077
2025-08-10,App_1,AU,Android,CPI,1.747944501541624
2025-05-15,App_1,AU,Android,CTR,0.12282140660241953
2025-05-24,App_1,AU,Android,CTR,0.023117254528122022
2025-05-26,App_1,AU,Android,CTR,0.047506219642222486
2025-05-28,App_1,AU,Android,CTR,0.08174046681394678
2025-05-30,App_1,AU,Android,CTR,0.14124449339207049
2025-05-31,App_1,AU,Android,CTR,0.03212697439043091
2025-06-03,App_1,AU,Android,CTR,0.04519581610313792
2025-06-04,App_1,AU,Android,CTR,0.10731128392516943
2025-06-05,App_1,AU,Android,CTR,0.05962476382969375
2025-06-06,App_1,AU,Android,CTR,0.13850351859830534
2025-06-07,App_1,AU,Android,CTR,0.06073271903992907
2025-06-08,App_1,AU,Android,CTR,0.036855036855036855
2025-06-10,App_1,AU,Android,CTR,0.057985098801425335
2025-06-11,App_1,AU,Android,CTR,0.041540567805159245
2025-06-16,App_1,AU,Android,CTR,0.13214356013384948
2025-06-17,App_1,AU,Android,CTR,0.0827113583932691
2025-06-21,App_1,AU,Android,CTR,0.06217001055966209
2025-06-23,App_1,AU,Android,CTR,0.02198025433713891
2025-06-24,App_1,AU,Android,CTR,0.07969489090864063
2025-06-26,App_1,AU,Android,CTR,0.1278353402408289
2025-06-27,App_1,AU,Android,CTR,0.014844969544856295
2025-06-30,App_1,AU,Android,CTR,0.07421906859146889
2025-07-01,App_1,AU,Android,CTR,0.09331218609569125
2025-07-07,App_1,AU,Android,CTR,0.0740499970450919
2025-07-10,App_1,AU,Android,CTR,0.05940214614205416
2025-07-11,App_1,AU,Android,CTR,0.03383523710626515
2025-07-16,App_1,AU,Android,CTR,0.13439575571035153
2025-07-19,App_1,AU,Android,CTR,0.06443367122080211
2025-07-22,App_1,AU,Android,CTR,0.07468643101482327
2025-07-24,App_1,AU,Android,CTR,0.1444297002231739
2025-07-26,App_1,AU,Android,CTR,0.07028791926387652
2025-07-30,App_1,AU,Android,CTR,0.08751967074204091
2025-08-02,App_1,AU,Android,CTR,0.0642123287671233
2025-08-03,App_1,AU,Android,CTR,0.09775941920140192
2025-08-06,App_1,AU,Android,CTR,0.012459882952614687
2025-08-07,App_1,AU,Android,CTR,0.024087912087912087
2025-08-08,App_1,AU,Android,CTR,0.030011962564210824
2025-08-09,App_1,AU,Android,CTR,0.06780840991367307
2025-08-10,App_1,AU,Android,CTR,0.044662565162259894
2025-05-17,App_1,AU,iOS,ROAS,0.3095515742605746
2025-05-18,App_1,AU,iOS,ROAS,0.5873332291015219
2025-05-19,App_1,AU,iOS,ROAS,0.7745377136147459
2025-05-22,App_1,AU,iOS,ROAS,1.7564859910001667
2025-05-23,App_1,AU,iOS,ROAS,1.2557609614465803
2025-05-25,App_1,AU,iOS,ROAS,2.368524611315399
2025-05-27,App_1,AU,iOS,ROAS,1.2753456926940918
2025-05-29,App_1,AU,iOS,ROAS,0.4774940031042754
2025-06-02,App_1,AU,iOS,ROAS,0.8156258109547119
2025-06-09,App_1,AU,iOS,ROAS,1.3746541626244118
2025-06-12,App_1,AU,iOS,ROAS,0.7307196824623099
2025-06-13,App_1,AU,iOS,ROAS,1.5494656824942163
2025-06-14,App_1,AU,iOS,ROAS,2.02365534557949
2025-06-15,App_1,AU,iOS,ROAS,1.6294128082313286
2025-06-19,App_1,AU,iOS,ROAS,0.6203920079453176
2025-06-20,App_1,AU,iOS,ROAS,0.4255271371791705
2025-06-22,App_1,AU,iOS,ROAS,0.6197883040538245
2025-06-25,App_1,AU,iOS,ROAS,1.3861038018328644
2025-06-28,App_1,AU,iOS,ROAS,0.43431847170686455
2025-06-29,App_1,AU,iOS,ROAS,0.4819366210203252
2025-07-02,App_1,AU,iOS,ROAS,1.0170198480970165
2025-07-03,App_1,AU,iOS,ROAS,1.129453024057097
2025-07-04,App_1,AU,iOS,ROAS,1.5273226824056172
2025-07-05,App_1,AU,iOS,ROAS,1.2872626258026323
2025-07-06,App_1,AU,iOS,ROAS,2.642986323373914
2025-07-09,App_1,AU,iOS,ROAS,2.241495278747898
2025-07-12,App_1,AU,iOS,ROAS,2.6526818906001064
2025-07-13,App_1,AU,iOS,ROAS,0.9005027230833682
2025-07-14,App_1,AU,iOS,ROAS,1.2894905558021403
2025-07-15,App_1,AU,iOS,ROAS,3.854718066743383
2025-07-17,App_1,AU,iOS,ROAS,0.20453137146655548
2025-07-18,App_1,AU,iOS,ROAS,0.8307088125055965
2025-07-20,App_1,AU,iOS,ROAS,1.8656613570077882
2025-07-21,App_1,AU,iOS,ROAS,1.281701134359571
2025-07-23,App_1,AU,iOS,ROAS,0.5805330243337196
2025-07-25,App_1,AU,iOS,ROAS,2.07150284209067
2025-07-27,App_1,AU,iOS,ROAS,1.130867106503299
2025-07-28,App_1,AU,iOS,ROAS,0.2851458552544162
2025-07-29,App_1,AU,iOS,ROAS,1.1163002903359602
2025-07-31,App_1,AU,iOS,ROAS,0.32895308292695036
2025-08-01,App_1,AU,iOS,ROAS,3.962804603613451
2025-08-04,App_1,AU,iOS,ROAS,0.6700879903976107
2025-08-05,App_1,AU,iOS,ROAS,1.4930927267002518
2025-08-11,App_1,AU,iOS,ROAS,4.820191533160297
2025-05-17,App_1,AU,iOS,CPI,1.5214516129032258
2025-05-19,App_1,AU,iOS,CPI,1.109456419868791
2025-05-21,App_1,AU,iOS,CPI,2.1414825174825176
2025-05-22,App_1,AU,iOS,CPI,1.0000185185185184
2025-05-23,App_1,AU,iOS,CPI,2.159444444444444
2025-05-25,App_1,AU,iOS,CPI,1.0333999999999999
2025-05-27,App_1,AU,iOS,CPI,1.3291413767579572
2025-05-29,App_1,AU,iOS,CPI,2.490638977635783
2025-06-02,App_1,AU,iOS,CPI,1.443811369509044
2025-06-09,App_1,AU,iOS,CPI,1.0144957472660996
2025-06-12,App_1,AU,iOS,CPI,2.2976799999999997
2025-06-13,App_1,AU,iOS,CPI,1.1865359477124182
2025-06-14,App_1,AU,iOS,CPI,1.417827897293546
2025-06-20,App_1,AU,iOS,CPI,2.141009615384615
2025-06-22,App_1,AU,iOS,CPI,1.3997146254458979
2025-06-25,App_1,AU,iOS,CPI,0.7816312056737588
2025-06-28,App_1,AU,iOS,CPI,1.8773333333333333
2025-07-02,App_1,AU,iOS,CPI,1.16135477582846
2025-07-03,App_1,AU,iOS,CPI,2.2891549295774647
2025-07-04,App_1,AU,iOS,CPI,1.7548214285714285
2025-07-05,App_1,AU,iOS,CPI,1.051928143712575
2025-07-06,App_1,AU,iOS,CPI,0.8679488465396189
2025-07-08,App_1,AU,iOS,CPI,1.1341516966067866
2025-07-12,App_1,AU,iOS,CPI,0.9812467018469656
2025-07-15,App_1,AU,iOS,CPI,0.5016907216494845
2025-07-17,App_1,AU,iOS,CPI,1.76109126984127
2025-07-18,App_1,AU,iOS,CPI,2.4816825396825397
2025-07-20,App_1,AU,iOS,CPI,0.8685038274182324
2025-07-21,App_1,AU,iOS,CPI,2.0654524714828897
2025-07-23,App_1,AU,iOS,CPI,2.3536363636363635
2025-07-25,App_1,AU,iOS,CPI,0.8922149207576343
2025-07-28,App_1,AU,iOS,CPI,2.3439478114478116
2025-07-29,App_1,AU,iOS,CPI,1.781527093596059
2025-07-31,App_1,AU,iOS,CPI,2.460732824427481
2025-08-01,App_1,AU,iOS,CPI,0.6348163265306123
2025-08-04,App_1,AU,iOS,CPI,1.6762832699619774
2025-08-11,App_1,AU,iOS,CPI,0.5270283018867925
2025-05-17,App_1,AU,iOS,CTR,0.03870059338227899
2025-05-18,App_1,AU,iOS,CTR,0.10674007636977177
2025-05-19,App_1,AU,iOS,CTR,0.12292849035187287
2025-05-21,App_1,AU,iOS,CTR,0.0903803801663495
2025-05-22,App_1,AU,iOS,CTR,0.1070188013453162
2025-05-23,App_1,AU,iOS,CTR,0.03787614732194725
2025-05-25,App_1,AU,iOS,CTR,0.14736669937847563
2025-05-27,App_1,AU,iOS,CTR,0.08813844577784283
2025-05-29,App_1,AU,iOS,CTR,0.06005192960653337
2025-06-02,App_1,AU,iOS,CTR,0.03417015341701534
2025-06-09,App_1,AU,iOS,CTR,0.07190001096371013
2025-06-12,App_1,AU,iOS,CTR,0.08542298153761367
2025-06-13,App_1,AU,iOS,CTR,0.07213448802852776
2025-06-14,App_1,AU,iOS,CTR,0.10111282085591311
2025-06-18,App_1,AU,iOS,CTR,0.02312669755552005
2025-06-19,App_1,AU,iOS,CTR,0.07416276010927118
2025-06-20,App_1,AU,iOS,CTR,0.11315380631796997
2025-06-22,App_1,AU,iOS,CTR,0.0408527300413313
2025-06-25,App_1,AU,iOS,CTR,0.10660308736765538
2025-06-28,App_1,AU,iOS,CTR,0.13423339540657978
2025-07-02,App_1,AU,iOS,CTR,0.09819813300528259
2025-07-04,App_1,AU,iOS,CTR,0.010801886792452831
2025-07-05,App_1,AU,iOS,CTR,0.08149038461538462
2025-07-06,App_1,AU,iOS,CTR,0.12359269452089067
2025-07-09,App_1,AU,iOS,CTR,0.01707107579987116
2025-07-12,App_1,AU,iOS,CTR,0.05901563404748118
2025-07-13,App_1,AU,iOS,CTR,0.14654316903738007
2025-07-14,App_1,AU,iOS,CTR,0.02533370934386163
2025-07-15,App_1,AU,iOS,CTR,0.03669176106381482
2025-07-18,App_1,AU,iOS,CTR,0.12679022746419544
2025-07-20,App_1,AU,iOS,CTR,0.09711834579850417
2025-07-21,App_1,AU,iOS,CTR,0.12724396703943497
2025-07-23,App_1,AU,iOS,CTR,0.02161474888747616
2025-07-25,App_1,AU,iOS,CTR,0.12972972972972974
2025-07-27,App_1,AU,iOS,CTR,0.025944923061600518
2025-07-28,App_1,AU,iOS,CTR,0.045353553884098737
2025-07-29,App_1,AU,iOS,CTR,0.03710238924126091
2025-07-31,App_1,AU,iOS,CTR,0.14687687088405507
2025-08-01,App_1,AU,iOS,CTR,0.04941470824769904
2025-08-04,App_1,AU,iOS,CTR,0.14851506017747612
2025-08-11,App_1,AU,iOS,CTR,0.026143790849673203
2025-05-15,App_1,BR,Android,ROAS,0.3771439864365879
2025-05-16,App_1,BR,Android,ROAS,0.6587889918095416
2025-05-18,App_1,BR,Android,ROAS,0.5109703402273776
2025-05-20,App_1,BR,Android,ROAS,1.596436677258284
2025-05-21,App_1,BR,Android,ROAS,1.3983901916319867
2025-05-27,App_1,BR,Android,ROAS,0.7474069248885103
2025-05-31,App_1,BR,Android,ROAS,1.2255320703938644
2025-06-02,App_1,BR,Android,ROAS,1.0704157375446741
2025-06-04,App_1,BR,Android,ROAS,0.606389929436362
2025-06-05,App_1,BR,Android,ROAS,2.3811209439528027
2025-06-06,App_1,BR,Android,ROAS,0.9810508182601206
2025-06-07,App_1,BR,Android,ROAS,1.45900168847615
2025-06-09,App_1,BR,Android,ROAS,0.5055072661759934
2025-06-10,App_1,BR,Android,ROAS,0.8726444723618091
2025-06-13,App_1,BR,Android,ROAS,1.2119599419925027
2025-06-15,App_1,BR,Android,ROAS,4.30913386457374
2025-06-16,App_1,BR,Android,ROAS,1.8009534429315301
2025-06-17,App_1,BR,Android,ROAS,0.22345528355405586
2025-06-18,App_1,BR,Android,ROAS,0.589913163494163
2025-06-19,App_1,BR,Android,ROAS,0.9005256514723035
2025-06-23,App_1,BR,Android,ROAS,1.402832602339181
2025-06-24,App_1,BR,Android,ROAS,0.8166423357664233
2025-06-26,App_1,BR,Android,ROAS,1.5924001299123092
2025-06-27,App_1,BR,Android,ROAS,0.6977854498084488
2025-06-28,App_1,BR,Android,ROAS,0.8383617099677451
2025-06-30,App_1,BR,Android,ROAS,3.5842923182846467
2025-07-03,App_1,BR,Android,ROAS,1.1614815848214284
2025-07-08,App_1,BR,Android,ROAS,1.339831620730497
2025-07-09,App_1,BR,Android,ROAS,1.5229784542105458
2025-07-11,App_1,BR,Android,ROAS,1.1306766917293232
2025-07-13,App_1,BR,Android,ROAS,0.7700764177503686
2025-07-15,App_1,BR,Android,ROAS,0.3747225748331354
2025-07-19,App_1,BR,Android,ROAS,1.2460289286336674
2025-07-21,App_1,BR,Android,ROAS,0.34976971010566243
2025-07-22,App_1,BR,Android,ROAS,1.1805230869843193
2025-07-23,App_1,BR,Android,ROAS,3.5174563591022445
2025-07-26,App_1,BR,Android,ROAS,0.7751657559141616
2025-07-28,App_1,BR,Android,ROAS,0.9974676832006754
2025-07-30,App_1,BR,Android,ROAS,4.401203610832497
2025-08-01,App_1,BR,Android,ROAS,3.711832682291667
2025-08-02,App_1,BR,Android,ROAS,1.373120354082733
2025-08-05,App_1,BR,Android,ROAS,1.0015071590052749
2025-08-06,App_1,BR,Android,ROAS,1.3551105760091249
2025-08-07,App_1,BR,Android,ROAS,0.31296616632256385
2025-05-15,App_1,BR,Android,CPI,2.452576530612245
2025-05-16,App_1,BR,Android,CPI,1.7889448441247002
2025-05-18,App_1,BR,Android,CPI,2.395678391959799
2025-05-20,App_1,BR,Android,CPI,0.8759443339960239
2025-05-21,App_1,BR,Android,CPI,1.5614396887159534
2025-05-27,App_1,BR,Android,CPI,2.1230851063829785
2025-06-04,App_1,BR,Android,CPI,0.6540740740740741
2025-06-05,App_1,BR,Android,CPI,0.7920560747663551
2025-06-06,App_1,BR,Android,CPI,1.2439285714285713
2025-06-09,App_1,BR,Android,CPI,2.465642105263158
2025-06-10,App_1,BR,Android,CPI,1.3548936170212766
2025-06-13,App_1,BR,Android,CPI,2.4183291976840366
2025-06-15,App_1,BR,Android,CPI,0.51703933747412
2025-06-16,App_1,BR,Android,CPI,0.9923959390862944
2025-06-17,App_1,BR,Android,CPI,2.3331019108280255
2025-06-18,App_1,BR,Android,CPI,1.976022727272727
2025-06-19,App_1,BR,Android,CPI,1.741808905380334
2025-06-23,App_1,BR,Android,CPI,0.7015384615384616
2025-06-24,App_1,BR,Android,CPI,1.5568181818181819
2025-06-25,App_1,BR,Android,CPI,2.057701005025126
2025-06-27,App_1,BR,Android,CPI,1.6311898115840893
2025-06-28,App_1,BR,Android,CPI,1.9970665322580645
2025-06-30,App_1,BR,Android,CPI,0.6314906832298137
2025-07-03,App_1,BR,Android,CPI,1.7272289156626508
2025-07-08,App_1,BR,Android,CPI,1.9688445378151262
2025-07-09,App_1,BR,Android,CPI,1.7116560509554142
2025-07-11,App_1,BR,Android,CPI,0.7388888888888889
2025-07-13,App_1,BR,Android,CPI,2.0211483870967744
2025-07-15,App_1,BR,Android,CPI,2.4036417322834644
2025-07-21,App_1,BR,Android,CPI,1.1534375
2025-07-22,App_1,BR,Android,CPI,2.450944976076555
2025-07-23,App_1,BR,Android,CPI,0.7314657980456026
2025-07-26,App_1,BR,Android,CPI,2.474659706109822
2025-07-28,App_1,BR,Android,CPI,2.0788638920134983
2025-07-30,App_1,BR,Android,CPI,0.616701030927835
2025-08-01,App_1,BR,Android,CPI,0.7979220779220779
2025-08-02,App_1,BR,Android,CPI,2.175679012345679
2025-08-06,App_1,BR,Android,CPI,0.968159509202454
2025-08-07,App_1,BR,Android,CPI,2.2975641025641025
2025-05-15,App_1,BR,Android,CTR,0.1457240360617328
2025-05-16,App_1,BR,Android,CTR,0.06261785912368276
2025-05-20,App_1,BR,Android,CTR,0.041072422801833056
2025-05-21,App_1,BR,Android,CTR,0.06353326186311573
2025-05-26,App_1,BR,Android,CTR,0.07905052264808363
2025-05-27,App_1,BR,Android,CTR,0.1067056204785754
2025-06-02,App_1,BR,Android,CTR,0.0476153826419354
2025-06-04,App_1,BR,Android,CTR,0.05710859626770591
2025-06-05,App_1,BR,Android,CTR,0.09048027444253859
2025-06-06,App_1,BR,Android,CTR,0.05965202982601491
2025-06-07,App_1,BR,Android,CTR,0.013546337817638266
2025-06-09,App_1,BR,Android,CTR,0.034191534012386754
2025-06-10,App_1,BR,Android,CTR,0.03823146944083225
2025-06-13,App_1,BR,Android,CTR,0.1040582726326743
2025-06-15,App_1,BR,Android,CTR,0.04744727511221332
2025-06-16,App_1,BR,Android,CTR,0.13041551246537397
2025-06-17,App_1,BR,Android,CTR,0.08250697456011932
2025-06-18,App_1,BR,Android,CTR,0.01971201588877855
2025-06-19,App_1,BR,Android,CTR,0.12225488500778142
2025-06-23,App_1,BR,Android,CTR,0.14133539921561034
2025-06-24,App_1,BR,Android,CTR,0.028249484208855737
2025-06-25,App_1,BR,Android,CTR,0.14417470581999364
2025-06-28,App_1,BR,Android,CTR,0.06956503762507235
2025-06-30,App_1,BR,Android,CTR,0.018226034902055106
2025-07-03,App_1,BR,Android,CTR,0.0236048749198204
2025-07-08,App_1,BR,Android,CTR,0.08902837379107155
2025-07-09,App_1,BR,Android,CTR,0.12238805970149254
2025-07-11,App_1,BR,Android,CTR,0.058207417582417584
2025-07-15,App_1,BR,Android,CTR,0.04491162163463854
2025-07-21,App_1,BR,Android,CTR,0.032783372616241695
2025-07-22,App_1,BR,Android,CTR,0.13175521655269157
2025-07-23,App_1,BR,Android,CTR,0.02207200397382459
2025-07-26,App_1,BR,Android,CTR,0.126436453848128
2025-07-28,App_1,BR,Android,CTR,0.04956463496316142
2025-07-30,App_1,BR,Android,CTR,0.06240456072482948
2025-08-01,App_1,BR,Android,CTR,0.14472309299895506
2025-08-02,App_1,BR,Android,CTR,0.02236715197721949
2025-08-05,App_1,BR,Android,CTR,0.03172930570190844
2025-08-06,App_1,BR,Android,CTR,0.04116816982636971
2025-08-07,App_1,BR,Android,CTR,0.1431184417418092
2025-05-19,App_1,BR,iOS,ROAS,1.3391157691844355
2025-05-22,App_1,BR,iOS,ROAS,1.5799559669302659
2025-05-23,App_1,BR,iOS,ROAS,2.004212317035644
2025-05-24,App_1,BR,iOS,ROAS,0.5820944208856035
2025-05-25,App_1,BR,iOS,ROAS,0.6595807752831402
2025-05-28,App_1,BR,iOS,ROAS,1.2330350872629854
2025-05-29,App_1,BR,iOS,ROAS,0.3134410963189335
2025-05-30,App_1,BR,iOS,ROAS,0.21091494417333095
2025-06-01,App_1,BR,iOS,ROAS,2.422699818431097
2025-06-03,App_1,BR,iOS,ROAS,0.5228407845048118
2025-06-08,App_1,BR,iOS,ROAS,0.7370158258284515
2025-06-11,App_1,BR,iOS,ROAS,0.5508666238704262
2025-06-12,App_1,BR,iOS,ROAS,1.1828537920250195
2025-06-14,App_1,BR,iOS,ROAS,0.7041229509430553
2025-06-20,App_1,BR,iOS,ROAS,3.9306429594113146
2025-06-21,App_1,BR,iOS,ROAS,1.5621002386634844
2025-06-22,App_1,BR,iOS,ROAS,0.3749154783549458
2025-06-29,App_1,BR,iOS,ROAS,1.4375197374744273
2025-07-02,App_1,BR,iOS,ROAS,3.4283140256937514
2025-07-04,App_1,BR,iOS,ROAS,0.9271693392471284
2025-07-05,App_1,BR,iOS,ROAS,0.4612362737707593
2025-07-06,App_1,BR,iOS,ROAS,0.6131212960481253
2025-07-10,App_1,BR,iOS,ROAS,0.7508155893779346
2025-07-12,App_1,BR,iOS,ROAS,3.1000639073719034
2025-07-14,App_1,BR,iOS,ROAS,0.9819042528823394
2025-07-16,App_1,BR,iOS,ROAS,1.2964533538936005
2025-07-17,App_1,BR,iOS,ROAS,4.067695579491951
2025-07-18,App_1,BR,iOS,ROAS,0.9961354150564229
2025-07-20,App_1,BR,iOS,ROAS,0.5110575068483786
2025-07-24,App_1,BR,iOS,ROAS,2.774573535844105
2025-07-25,App_1,BR,iOS,ROAS,0.6689150125264984
2025-07-27,App_1,BR,iOS,ROAS,1.1656030631780472
2025-07-29,App_1,BR,iOS,ROAS,0.9667111942292278
2025-07-31,App_1,BR,iOS,ROAS,0.43673616752414474
2025-08-03,App_1,BR,iOS,ROAS,1.42832284563867
2025-08-04,App_1,BR,iOS,ROAS,1.891079564007277
2025-08-08,App_1,BR,iOS,ROAS,0.8530721966205838
2025-08-09,App_1,BR,iOS,ROAS,1.2144852422381753
2025-08-10,App_1,BR,iOS,ROAS,0.7085864608909155
2025-08-11,App_1,BR,iOS,ROAS,1.5568077301991807
2025-05-19,App_1,BR,iOS,CPI,0.5030909090909091
2025-05-22,App_1,BR,iOS,CPI,1.7455686274509805
2025-05-23,App_1,BR,iOS,CPI,0.9237489943684634
2025-05-24,App_1,BR,iOS,CPI,2.289506329113924
2025-05-25,App_1,BR,iOS,CPI,1.521078803202697
2025-05-28,App_1,BR,iOS,CPI,0.6780776014109348
2025-05-29,App_1,BR,iOS,CPI,2.4553766617429837
2025-05-30,App_1,BR,iOS,CPI,1.7790454545454546
2025-06-01,App_1,BR,iOS,CPI,0.8705483870967742
2025-06-03,App_1,BR,iOS,CPI,1.8656818181818182
2025-06-08,App_1,BR,iOS,CPI,2.459569892473118
2025-06-11,App_1,BR,iOS,CPI,0.5893771827706635
2025-06-12,App_1,BR,iOS,CPI,1.7776233495482974
2025-06-14,App_1,BR,iOS,CPI,2.463522867737948
2025-06-20,App_1,BR,iOS,CPI,0.5786705202312138
2025-06-21,App_1,BR,iOS,CPI,0.9699074074074074
2025-06-22,App_1,BR,iOS,CPI,1.9748071216617211
2025-06-29,App_1,BR,iOS,CPI,0.8478579743888242
2025-07-01,App_1,BR,iOS,CPI,1.5238138686131386
2025-07-02,App_1,BR,iOS,CPI,0.8693274336283187
2025-07-04,App_1,BR,iOS,CPI,1.8788461538461538
2025-07-05,App_1,BR,iOS,CPI,1.1468538324420676
2025-07-06,App_1,BR,iOS,CPI,2.4873333333333334
2025-07-10,App_1,BR,iOS,CPI,1.5519060225016543
2025-07-12,App_1,BR,iOS,CPI,0.9466548042704626
2025-07-14,App_1,BR,iOS,CPI,2.33875
2025-07-17,App_1,BR,iOS,CPI,0.7061768953068591
2025-07-18,App_1,BR,iOS,CPI,1.6802597402597401
2025-07-20,App_1,BR,iOS,CPI,1.2082182890855457
2025-07-24,App_1,BR,iOS,CPI,0.8735309617918313
2025-07-25,App_1,BR,iOS,CPI,1.2759836065573769
2025-07-27,App_1,BR,iOS,CPI,1.8130578512396693
2025-07-29,App_1,BR,iOS,CPI,2.2324055666003977
2025-07-31,App_1,BR,iOS,CPI,1.3003521126760564
2025-08-03,App_1,BR,iOS,CPI,2.033868312757202
2025-08-04,App_1,BR,iOS,CPI,1.1088448275862068
2025-08-08,App_1,BR,iOS,CPI,2.48
2025-08-09,App_1,BR,iOS,CPI,1.9158643216080402
2025-08-10,App_1,BR,iOS,CPI,2.3917785234899327
2025-08-11,App_1,BR,iOS,CPI,1.8180898876404494
2025-05-19,App_1,BR,iOS,CTR,0.13195178684711356
2025-05-22,App_1,BR,iOS,CTR,0.06540988289060269
2025-05-23,App_1,BR,iOS,CTR,0.14487680390252716
2025-05-24,App_1,BR,iOS,CTR,0.12905405405405404
2025-05-25,App_1,BR,iOS,CTR,0.10947737708301089
2025-05-29,App_1,BR,iOS,CTR,0.03635583348660413
2025-05-30,App_1,BR,iOS,CTR,0.09694228126431516
2025-06-03,App_1,BR,iOS,CTR,0.023814632053207465
2025-06-08,App_1,BR,iOS,CTR,0.05873951080164257
2025-06-11,App_1,BR,iOS,CTR,0.065830251993075
2025-06-12,App_1,BR,iOS,CTR,0.09586556232459442
2025-06-14,App_1,BR,iOS,CTR,0.056621172998893396
2025-06-20,App_1,BR,iOS,CTR,0.10502673274578257
2025-06-21,App_1,BR,iOS,CTR,0.09080188679245282
2025-06-22,App_1,BR,iOS,CTR,0.03681713103783915
2025-06-29,App_1,BR,iOS,CTR,0.057887246216852074
2025-07-01,App_1,BR,iOS,CTR,0.13118660061335222
2025-07-02,App_1,BR,iOS,CTR,0.0786434013271074
2025-07-04,App_1,BR,iOS,CTR,0.010539200431526317
